Country,Year,Dentists,Midwifes,Nurses,Pharmacists,Physicians
Italy,2013,1.39,1.46,21.68,8.03,11.12
Italy,2014,0.57,1.29,21.61,8.59,11.57
Italy,2015,1.04,1.35,20.86,8.94,12.45
Italy,2016,1.15,1.37,20.16,9.01,13.36
Italy,2017,1.26,1.36,19.09,8.52,15.2
Italy,2018,1.41,1.17,18.72,8.51,16.92
Italy,2019,1.54,1.1,18.42,8.01,17.6
Italy,2020,1.89,0.78,17.21,7.51,18.86
Italy,2021,1.32,1.04,17.23,7.93,18.24
Italy,2022,1.43,1.13,16.35,7.11,16.67
Japan,2000,1.99,,56.48,7,5.9
Japan,2001,2.01,,55.62,6.7,5.81
Japan,2002,2.1,,53.72,6.8,6.08
Japan,2003,2.12,,52.34,6.85,6
Japan,2004,2.09,,50.22,7.03,5.92
Japan,2005,2.02,,45.4,7.16,5.79
Japan,2006,1.96,,45.62,7.09,5.97
Japan,2007,2.02,,45.01,7.27,5.97
Japan,2008,1.94,,45.55,8.38,5.8
Japan,2009,1.98,,44.93,9.29,5.91
Japan,2010,1.84,,46.08,3,5.95
Japan,2011,1.9,,46.65,1.07,5.97
Japan,2012,1.82,,47.42,7.77,5.88
Japan,2013,1.89,,48.86,8.89,6
Japan,2014,1.86,,50.25,8.55,6.01
Japan,2015,1.61,,50.92,8.71,6.39
Japan,2016,1.63,,51.48,8.78,6.71
Japan,2017,1.62,,51.43,8.76,6.83
Japan,2018,1.65,,52.33,8.98,6.9
Japan,2019,1.66,,52.09,9.52,7.11
Japan,2020,1.77,,52.51,9.35,6.94
Japan,2021,1.74,,52.74,9.08,7.18
Japan,2022,1.66,,52.07,9.19,7.28
Japan,2023,1.61,,52.2,8.99,7.51
Korea,2000,1.63,,,1.76,7.29
Korea,2001,1.58,,,3.76,7.93
Korea,2002,1.69,,,2.69,8.42
Korea,2003,1.73,,,2.78,9.33
Korea,2004,1.72,,,2.96,8.7
Korea,2005,1.75,,,3.07,9.05
Korea,2006,1.72,,58.23,3.03,8.99
Korea,2007,1.75,,61.97,3.19,8.94
Korea,2008,1.68,,68.23,3.04,9.08
Korea,2009,1.56,,73.38,3.12,8.99
Korea,2010,1.58,,86.49,3.05,8.13
Korea,2011,1.49,,89.27,3.21,7.87
Korea,2012,1.53,,86.78,3.37,7.95
Korea,2013,1.51,,91.76,0.71,7.74
Korea,2014,1.49,,103.4,0.38,7.79
Korea,2015,1.41,,102.89,3.41,7.57
Korea,2016,1.49,,103.01,3.71,7.59
Korea,2017,1.43,,99.88,3.71,7.59
Korea,2018,1.4,,102.95,3.76,7.48
Korea,2019,1.45,,100.16,3.75,7.39
Korea,2020,1.48,,104.41,3.79,7.22
Korea,2021,1.39,,105.19,3.8,7.26
Korea,2022,1.42,,106.71,3.73,7.57
Korea,2023,1.39,,,3.83,7.45
Latvia,2000,1.35,0.46,9.59,1.1,3.59
Latvia,2001,1.16,0.47,9.84,0.9,3.89
Latvia,2002,1.08,0.74,14.03,0.91,4.68
Latvia,2003,1.4,0.7,14.6,1.88,4.55
Latvia,2004,1.86,0.62,16.7,3.8,3.76
Latvia,2005,1.92,0.85,17.73,2.37,4.2
Latvia,2006,1.98,0.63,19.34,3.65,5.59
Latvia,2007,1.5,0.36,25.18,4.18,5.05
Latvia,2008,1.33,0.41,21.59,3.03,6.43
Latvia,2009,1.59,0.42,19.98,3.08,7.52
Latvia,2010,1.57,0.62,38.42,4.15,8.53
Latvia,2011,2.09,0.97,79.9,2.43,11.26
Latvia,2012,1.82,1.77,29.11,3.98,11.5
Latvia,2013,2.53,2.43,92.65,2.98,13.46
Latvia,2014,2.01,1.45,27.88,3.81,14.04
Latvia,2015,2.48,2.07,27.55,4.2,16.18
Latvia,2016,2.3,1.79,20,4.03,16.33
Latvia,2017,3.24,1.7,27.5,2.73,17.35
Latvia,2018,2.8,1.97,26.73,2.54,22.21
Latvia,2019,3.45,1.36,26.85,3.03,23.51
Latvia,2020,3.16,2.21,29.32,3.47,23.89
Latvia,2021,3.24,1.86,26.8,3.4,27.34
Latvia,2022,5.27,1.65,16.55,2.93,27.51
Latvia,2023,4.92,1.85,21.39,3.86,26.89
Lithuania,2000,2.09,1.29,17.4,1.54,6.89
Lithuania,2001,2.59,0.58,14.26,1.7,7.26
Lithuania,2002,2.88,0,11.5,2.38,8.68
Lithuania,2003,2.72,0,18.89,2.31,7.73
Lithuania,2004,2.9,1.57,14.78,2.49,7.25
Lithuania,2005,3.04,1.75,21.04,2.35,6.5
Lithuania,2006,3.43,0,20.24,2.51,7.92
Lithuania,2007,3.59,2.6,28.88,3,8.17
Lithuania,2008,4.41,2.53,21.51,4.69,10.07
Lithuania,2009,4.65,0.73,19.92,4.71,12.49
Lithuania,2010,5.17,0.74,18.76,4.39,12.63
Lithuania,2011,4.66,0.76,18.96,4.19,13.44
Lithuania,2012,5.22,1.61,15.86,5.39,13.19
Lithuania,2013,5.51,0.98,16.97,5.17,14.81
Lithuania,2014,5.8,1.4,18.28,4.57,14.63
Lithuania,2015,6.37,1.65,18.42,5.4,16.39
Lithuania,2016,6,1.92,18.93,4.11,16.11
Lithuania,2017,6.22,1.77,20.23,6.4,19.27
Lithuania,2018,6.42,1.39,21.59,4.21,19.77
Lithuania,2019,5.08,1.22,21.98,4.65,19.76
Lithuania,2020,5.8,1.18,27.23,3.79,20.43
Lithuania,2021,4.95,1.57,27.03,4.81,20.33
Lithuania,2022,5.72,1.31,27.64,5.08,21.21
Luxembourg,2000,,1.83,30.5,,
Luxembourg,2001,,0,36.88,,
Luxembourg,2002,,2.02,30.04,,
Luxembourg,2003,,0,28.1,,
Luxembourg,2004,,1.75,21.18,,
Luxembourg,2005,,0,19.35,,
Luxembourg,2006,,1.27,18.82,,
Luxembourg,2007,,0,18.33,,
Luxembourg,2008,,0.82,16.56,,
Luxembourg,2009,,0,17.87,,
Luxembourg,2010,,0.79,19.92,,
Luxembourg,2011,,0.77,25.1,,
Luxembourg,2012,,0.75,24.48,,
Luxembourg,2013,,0.37,11.23,,
Luxembourg,2014,,0,12.95,,
Luxembourg,2015,,0.7,12.81,,
Luxembourg,2016,,0.69,14.58,,
Luxembourg,2017,,1.01,11.24,,
Luxembourg,2018,,0.82,11.68,,
Luxembourg,2019,,0.81,13.23,,
Luxembourg,2020,,0.79,10.95,,
Luxembourg,2021,,1.25,12.19,,
Luxembourg,2022,,0.92,10.41,,
Luxembourg,2023,,0.3,9.57,,
Mexico,2000,3.66,,1.86,0.86,9.3
Mexico,2001,3.51,,2.61,0.94,8.91
Mexico,2002,3.56,,3.06,0.95,10
Mexico,2003,3.44,,2.75,1.09,9.55
Mexico,2004,3.88,,3.9,1.22,10.79
Mexico,2005,4.21,,4.77,1.45,11.33
Mexico,2006,3.89,,5.28,1.23,10.17
Mexico,2007,3.98,,6.47,1.28,11.27
Mexico,2008,4.52,,6.58,1.48,11.96
Mexico,2009,4.71,,8.17,1.38,11.53
Mexico,2010,4.6,,9.55,1.55,11.46
Mexico,2011,4.66,,9.95,1.68,11.83
Mexico,2012,4.95,,10.54,1.78,11.97
Mexico,2013,3.83,,10.76,1.63,10.2
Mexico,2014,4.31,,10.6,1.76,10.76
Mexico,2015,4.09,,12.03,1.83,10.99
Mexico,2016,4.39,,15.59,2.05,12.49
Mexico,2017,6.83,,14.42,1.64,13.37
Mexico,2018,6.25,,15.84,4.16,12.24
Mexico,2019,6.39,,17.48,3.22,13.75
Mexico,2020,4.99,,15.52,2.43,11.61
Mexico,2021,5.52,,17.05,2.74,14.99
Mexico,2022,6.4,,18.48,3.29,14.46
Netherlands,2000,0.77,0.64,28.49,1.12,8.9
Netherlands,2001,1.19,0.67,36.11,1.09,8.87
Netherlands,2002,0.97,0.61,39.02,1.34,9.73
Netherlands,2003,1.29,0.59,38.47,1.4,10.19
Netherlands,2004,1.11,0.72,35.74,1.5,10.47
Netherlands,2005,1.15,1.02,33.13,0.91,10.76
Netherlands,2006,1.36,1.01,34.03,1.07,11.27
Netherlands,2007,1.66,0.97,35.87,0.8,12.32
Netherlands,2008,1.48,0.85,37.56,0.76,12.29
Netherlands,2009,1.5,0.91,38.25,0.9,12.55
Netherlands,2010,1.52,0.85,39.24,0.85,13.7
Netherlands,2011,1.68,0.9,37.02,1.14,14.74
Netherlands,2012,1.37,0.78,36.05,1.01,14.74
Netherlands,2013,1.07,0.89,36.54,1.25,14.4
Netherlands,2014,1.01,0.83,39.31,1.42,14.53
Netherlands,2015,1.42,0.89,41.68,1.36,14.64
Netherlands,2016,1.35,0.82,43.28,1.29,15.33
Netherlands,2017,1.34,0.88,52.77,1.05,15.94
Netherlands,2018,1.28,0.93,57.57,1.28,15.78
Netherlands,2019,1.33,0.86,58.58,1.33,15.11
Netherlands,2020,1.43,0.86,59.97,0.97,14.33
Netherlands,2021,1.37,0.91,62.8,1.2,15.46
Netherlands,2022,1.47,0.96,62.08,1.36,14.07
New Zealand,2000,1.81,3.24,31.78,,7.41
New Zealand,2001,1.78,2.09,31.41,,6.98
New Zealand,2002,1.9,2.25,29.22,,7.22
New Zealand,2003,1.79,2.73,27.91,,7.5
New Zealand,2004,1.64,2.54,31.78,,6.95
New Zealand,2005,1.84,2.76,31.69,4.06,7.18
New Zealand,2006,1.94,2.46,33.52,4.52,6.86
New Zealand,2007,1.94,2.56,31.2,4.76,6.72
New Zealand,2008,1.83,2.56,32.21,5.07,7.23
New Zealand,2009,2.05,2.49,31.21,4.72,7.83
New Zealand,2010,2.09,2.9,33.42,4.46,7.29
New Zealand,2011,2.1,2.94,34.72,4.84,8.01
New Zealand,2012,2.4,3.38,36.91,4.7,7.89
New Zealand,2013,2.3,3.31,44.26,4.84,8.53
New Zealand,2014,2.3,2.97,45.89,4.58,8.68
New Zealand,2015,2.1,2.82,45.82,4.95,8.66
New Zealand,2016,2.18,2.69,45.95,4.94,9.42
New Zealand,2017,2.1,3.03,45.2,4.78,9.08
New Zealand,2018,2.06,3.51,42.52,4.65,9.67
New Zealand,2019,2.29,4.3,39.87,4.5,9.9
New Zealand,2020,2.38,2.26,40.9,5.89,10.37
New Zealand,2021,2.39,2.41,43.24,5.01,10.62
New Zealand,2022,1.85,3.18,46.94,4.86,10.4
New Zealand,2023,1.86,,,5.4,10.04
Norway,2000,1.96,2.72,69.87,1.49,9.08
Norway,2001,1.64,1.31,73.73,1.46,9.17
Norway,2002,2.18,2.27,75.85,1.43,8.33
Norway,2003,1.8,1.82,75.9,1.53,10.12
Norway,2004,2.13,1.7,75.17,1.83,10.13
Norway,2005,2.03,1.71,79,1.54,10.1
Norway,2006,2.4,1.07,77.09,1.78,9.89
Norway,2007,2.21,2.08,78.49,1.87,10.55
Norway,2008,2.24,1.91,68.83,3.23,10.4
Norway,2009,2.69,2.28,72.23,3.83,10.69
Norway,2010,2.31,1.82,66.68,1.9,11.27
Norway,2011,2.73,2.06,67.58,2.14,11.47
Norway,2012,2.97,2.15,70.17,2.25,12.33
Norway,2013,2.54,2.11,71.91,2.36,11.38
Norway,2014,2.3,2.06,73.27,3.6,11.04
Norway,2015,2.12,1.75,73.43,3.97,11.18
Norway,2016,2.85,3.15,76.07,2.37,11.08
Norway,2017,2.35,2.2,79.8,2.35,11.1
Norway,2018,2.26,2.28,80.14,2.62,10.2
Norway,2019,2.34,2.73,79.82,3.12,11.33
Norway,2020,2.12,2.7,75.65,2.14,10.91
Norway,2021,2.31,2.03,77.53,2.53,10.26
Norway,2022,1.89,2.86,78.47,1.78,9.14
Norway,2023,2.49,2.11,84.16,2.2,10.83
Poland,2000,2.19,,1.1,2.61,6.03
Poland,2001,2.33,,1.76,2.58,6.44
Poland,2002,2.46,,2.42,2.65,6.63
Poland,2003,2.31,0.15,2.47,2.83,6.57
Poland,2004,2.05,0.57,4.31,,6.82
Poland,2005,2.31,1.59,7.08,2.55,6.16
Poland,2006,2.29,3.2,18.19,3.05,6.05
Poland,2007,1.89,3.27,20.77,3.22,6.69
Poland,2008,2.2,3.64,24.1,3.29,7.15
Poland,2009,2.47,4.73,22.09,3.24,7.31
Poland,2010,2.43,4.56,25.06,3.13,8
Poland,2011,2.49,5.74,44.96,3.37,8.69
Poland,2012,2.48,3.4,25.77,3.17,9.21
Poland,2013,2.54,3.27,26.74,3.36,9.76
Poland,2014,2.38,2.88,21.59,3.23,9.59
Poland,2015,2.43,2.65,23.15,3.09,10.11
Poland,2016,2.41,1.94,10.79,3.11,10.37
Poland,2017,2.54,1.96,11.62,2.93,10.82
Poland,2018,2.75,2.07,13.99,2.7,10.43
Poland,2019,2.63,2.42,14.12,2.68,11.84
Poland,2020,2.8,2.31,13.69,2.66,12.09
Poland,2021,3.11,2.37,15.12,2.65,13.28
Poland,2022,3.18,2.98,19.58,2.83,14.69
Poland,2023,2.77,2.67,19.08,2.7,15.08
Portugal,2000,3.98,,16.69,6.02,5.87
Portugal,2001,3.86,,18.59,5.79,5.72
Portugal,2002,4.12,,4.02,5.99,5.29
Portugal,2003,3.25,,17.54,6.13,5.77
Portugal,2004,4.09,,21.04,5.51,6.62
Portugal,2005,4.51,,28.13,6.93,7.01
Portugal,2006,5.46,,32.85,8,7.72
Portugal,2007,5.43,,34.09,8.32,9.76
Portugal,2008,7.06,,33.82,11.28,10.43
Portugal,2009,7.14,,35.88,12.94,10.65
Portugal,2010,7.45,,35.05,10.45,11.94
Portugal,2011,6.84,,32.07,11.09,12.17
Portugal,2012,5.63,,28.53,11.38,13.24
Portugal,2013,5.89,,25.45,11.04,13.61
Portugal,2014,6.16,,25.66,12.26,14.91
Portugal,2015,6.65,,26.16,11.93,15.82
Portugal,2016,6.46,,24.41,10.12,16.39
Portugal,2017,6.2,,24.39,9.25,16.03
Portugal,2018,6.15,,24.96,9.04,17.03
Portugal,2019,7.43,,26.39,8.41,15.73
Portugal,2020,8.7,,25.68,8.3,15.59
Portugal,2021,8.34,,27.6,9.17,16.16
Portugal,2022,9.02,,25.99,8.31,15.99
Romania,2000,4.5,,57.88,2.22,14.6
Romania,2001,4.28,,48.68,2.62,15.64
Romania,2002,4.59,,58.54,2.6,14.64
Romania,2003,4.69,,56.01,3.43,15.15
Romania,2004,5.43,,58.56,3.65,15.72
Romania,2005,4.65,,51.32,3.81,14.99
Romania,2006,4.8,0.04,49.08,3.11,13.78
Romania,2007,4.22,0.13,46.15,3.53,13.14
Romania,2008,4.52,0.82,55.95,3.83,12.38
Romania,2009,5.2,0.71,60.82,4.55,13.62
Romania,2010,6.31,0.77,64.09,6.44,14.32
Romania,2011,6.27,0.69,83.03,7.46,15.04
Romania,2012,6.37,0.37,93.93,9.02,15.8
Romania,2013,7.48,0.41,102.22,8.38,14.82
Romania,2014,7.7,0.25,110.79,7.54,17.56
Romania,2015,9.11,,112.06,8.37,19.63
Romania,2016,10.36,,107.93,7.74,22.17
Romania,2017,10.62,,97.72,7.98,23.53
Romania,2018,10.66,,95.79,8.53,26.05
Romania,2019,9.98,,90.57,8.36,25.63
Romania,2020,10.48,,99.89,8.22,26.3
Romania,2021,10.1,0.33,108.57,7.22,26.18
Romania,2022,9.89,0.38,100.34,6.8,26.14
Slovak Republic,2000,1.09,2.78,53.77,3.09,10.78
Slovak Republic,2001,0.97,1.51,49.52,3.07,9.83
Slovak Republic,2002,0.87,2.32,51.78,2.86,9.93
Slovak Republic,2003,1,1.77,41.23,3.05,10.65
Slovak Republic,2004,0.93,1.47,61.03,3.05,10.59
Slovak Republic,2005,1.13,1.15,32.13,2.8,10.34
Slovak Republic,2006,0.87,2.17,69.23,3.28,9.44
Slovak Republic,2007,0.91,2.5,,3.08,9.91
Slovak Republic,2008,0.83,1.2,50.18,2.89,8.47
Slovak Republic,2009,0.81,1.62,56.5,4.36,7.77
Slovak Republic,2010,1.38,1.51,45.53,5.36,11.69
Slovak Republic,2011,1.76,1.28,46.2,5.82,12.67
Slovak Republic,2012,1.83,1.09,44.67,7.56,13.59
Slovak Republic,2013,2.36,2.31,42.88,6.84,15.94
Slovak Republic,2014,2.51,1.2,35.3,7.01,13.51
Slovak Republic,2015,2.14,1.33,34.16,6.78,15.63
Slovak Republic,2016,2.41,1.16,29.87,7.6,16.04
Slovak Republic,2017,2.54,0.74,30.96,6.8,16.88
Slovak Republic,2018,2.26,1.41,26.44,5.47,17.66
Slovak Republic,2019,2.93,0.81,21.89,4.84,18.04
Slovak Republic,2020,2.4,1.08,18.45,5.53,19.8
Slovak Republic,2021,2.83,1.4,24.29,4.23,19.18
Slovak Republic,2022,2.61,0.98,24.69,4.4,19.13
Slovenia,2021,1.99,1.28,32.89,5.22,13
Slovenia,2022,2.99,1.42,32.62,8.39,11.38
Slovenia,2023,2.36,0.94,33.43,6.28,10.95
Spain,2000,1.89,,21.34,8.44,10.41
Spain,2001,2.6,,21.07,7.58,10.05
Spain,2002,2.3,,20.27,6.84,9.89
Spain,2003,2.7,,20.69,6.38,9.5
Spain,2004,2.59,,19.88,6.17,9.83
Spain,2005,2.45,,19.92,5.58,9.31
Spain,2006,2.42,,19.76,5.06,8.91
Spain,2007,2.52,,19.34,5,8.49
Spain,2008,3.21,,19.54,4.5,8.53
Spain,2009,2.78,0.76,20.43,4.88,8.37
Spain,2010,3.05,0.76,21.69,4.83,9.23
Spain,2011,2.98,0.86,24.94,5.09,8.98
Spain,2012,3.28,0.96,17.52,5.63,9.53
Spain,2013,3.45,0.98,18.85,5.59,10.24
Spain,2014,3.84,0.96,25.19,6.18,11.99
Spain,2015,3.75,0.9,23.2,5.91,13.04
Spain,2016,3.72,0.82,22.77,5.76,13.4
Spain,2017,3.56,0.77,21.74,5.43,14.5
Spain,2018,3.28,0.78,21.26,5.38,14.26
Spain,2019,3.32,0.78,21.76,5.62,13.96
Spain,2020,3.76,0.76,22.36,6.2,13.94
Spain,2021,3.75,0.79,23.03,6.39,14.19
Spain,2022,3.89,0.82,23.45,5.72,13.29
Spain,2023,,0.88,,,
Sweden,2000,1.65,1.72,32.66,2.72,9.06
Sweden,2001,1.5,2.03,33.66,2.74,9.13
Sweden,2002,1.24,1.59,36.28,3.08,8.68
Sweden,2003,1.94,1.69,38.2,3.59,9.38
Sweden,2004,1.48,2.23,42.68,3.62,8.89
Sweden,2005,1.95,2.21,50.53,4.63,8.91
Sweden,2006,2.33,2.14,49.93,5.43,10.02
Sweden,2007,1.86,2.33,45.74,5.06,10.19
Sweden,2008,1.97,2.86,44.62,4.44,10.3
Sweden,2009,2.11,2.94,42.59,4.33,10.68
Sweden,2010,2.36,2.98,43.52,4.15,10.33
Sweden,2011,2.26,2.68,44.57,4.06,10.7
Sweden,2012,2.13,2.94,39.85,3.67,11.88
Sweden,2013,2.25,2.64,40.07,3.84,10.28
Sweden,2014,2.51,2.85,39.86,3.87,11.25
Sweden,2015,2.79,2.82,39.5,4.06,12.41
Sweden,2016,2.39,3.12,41.6,4.11,11.98
Sweden,2017,2.91,3.41,41.48,3.44,12.74
Sweden,2018,2.43,3.66,42.62,4.63,13.11
Sweden,2019,2.59,3.44,43.22,4.49,13.47
Sweden,2020,2.7,3.33,43.48,3.92,13.57
Sweden,2021,2.56,3.37,44.14,4.22,14.15
Sweden,2022,2.72,3.05,42.2,4.36,13.89
Switzerland,2000,1.2,1.59,57.35,2.1,10.52
Switzerland,2001,1.13,1.55,67.77,1.99,10.85
Switzerland,2002,1.32,1.32,59.85,1.99,9.62
Switzerland,2003,1.28,1.34,67.83,1.74,8.52
Switzerland,2004,1.41,1.46,63.15,1.68,9.13
Switzerland,2005,1.48,1.41,61.05,1.59,8.36
Switzerland,2006,1.58,1.28,60.78,1.67,7.94
Switzerland,2007,1.66,1.36,65.69,1.5,8.1
Switzerland,2008,1.5,1.32,67,1.73,8.72
Switzerland,2009,1.55,1.78,74.1,2.01,9.41
Switzerland,2010,1.35,0.87,76.46,2.49,10.39
Switzerland,2011,1.31,0.8,78.25,2.05,9.4
Switzerland,2012,1.31,1.83,71.26,2.4,9.78
Switzerland,2013,1.26,1.85,83.19,2.53,9.72
Switzerland,2014,1.17,1.89,92.98,2.54,10.54
Switzerland,2015,1.56,1.93,95.6,2.38,10.79
Switzerland,2016,1.39,2.03,98.23,2.83,10.57
Switzerland,2017,1.36,1.83,100.88,2.85,11.19
Switzerland,2018,1.43,1.98,106.17,2.62,11.69
Switzerland,2019,1.55,2.02,108.09,2.66,11.86
Switzerland,2020,1.42,2.18,111.87,2.57,12.91
Switzerland,2021,1.55,2.01,112.6,3.18,12.51
Switzerland,2022,1.23,2.18,111.83,3,13.26
TÃ¼rkiye,2000,1.38,0.46,2.29,1.25,8.05
TÃ¼rkiye,2001,1.54,0.9,3.29,1.07,7.56
TÃ¼rkiye,2002,1.23,0.82,3.89,1.39,7.2
TÃ¼rkiye,2003,1.28,1.25,4.49,1.19,6.56
TÃ¼rkiye,2004,1.26,3.72,6.19,1.31,6.64
TÃ¼rkiye,2005,1.25,4.42,7.87,1.15,6.57
TÃ¼rkiye,2006,1.1,3.32,8.24,1.29,6.54
TÃ¼rkiye,2007,1.4,3.55,9.98,1.4,6.94
TÃ¼rkiye,2008,1.4,1.87,5.68,1.36,6.69
TÃ¼rkiye,2009,1.29,1.74,5.95,1.35,7.06
TÃ¼rkiye,2010,1.3,1.73,15.86,1.11,7.02
TÃ¼rkiye,2011,1.48,1.88,18.92,1.33,6.71
TÃ¼rkiye,2012,1.44,2.45,19.77,1.35,6.58
TÃ¼rkiye,2013,1.72,3.71,26.06,1.47,6.79
TÃ¼rkiye,2014,2.03,3.55,28.86,1.59,6.7
TÃ¼rkiye,2015,2.19,3.17,38.62,1.67,8.82
TÃ¼rkiye,2016,2.68,3.53,71.95,1.83,9.65
TÃ¼rkiye,2017,3.22,3.33,18.84,1.92,10.62
TÃ¼rkiye,2018,3.66,3.31,19.35,2.12,11.54
TÃ¼rkiye,2019,3.78,3.39,18.67,2.13,13.14
TÃ¼rkiye,2020,4.63,4.17,18.27,2.5,14.28
TÃ¼rkiye,2021,4.96,3.93,18.48,2.8,15.73
TÃ¼rkiye,2022,5.42,,,3.19,17.07
United Kingdom,2000,,,,,7.53
United Kingdom,2001,,,,,7.22
United Kingdom,2002,,,24.49,,9.18
United Kingdom,2003,,,30.34,,10.33
United Kingdom,2004,,1.67,32.46,,11.05
United Kingdom,2005,,1.71,29.97,,11.29
United Kingdom,2006,,1.85,30.45,,12.15
United Kingdom,2007,,1.93,31.02,,12.26
United Kingdom,2008,,2.08,32.16,,13.13
United Kingdom,2009,1.74,2.07,29.42,5.03,13.19
United Kingdom,2010,1.85,2.14,27.55,5.28,13.53
United Kingdom,2011,1.88,2.29,27.24,5.18,13.33
United Kingdom,2012,1.91,2.57,29.88,5.34,13.88
United Kingdom,2013,1.87,2.8,31.41,5.54,13.18
United Kingdom,2014,1.85,2.69,29.06,5.49,13.45
United Kingdom,2015,1.94,4.2,51.09,5.44,13.61
United Kingdom,2016,2.06,3.99,47.29,5.33,12.93
United Kingdom,2017,1.97,4.25,46.33,5.51,13.01
United Kingdom,2018,1.85,4,47.58,5.3,12.9
United Kingdom,2019,1.8,4.12,44.77,4.99,13.07
United Kingdom,2020,2.01,3.67,42.47,5.02,13.04
United Kingdom,2021,1.67,3.74,42.14,4.95,13.18
United Kingdom,2022,1.95,3.59,43.21,4.7,13.58
United States,2000,1.48,,36.5,2.57,6.38
United States,2001,1.53,0.19,35.8,2.46,6.42
United States,2002,1.51,0.17,37.25,2.63,6.33
United States,2003,1.53,0.15,40.86,2.58,6.25
United States,2004,1.49,0.16,45.76,2.79,6.33
United States,2005,1.52,0.14,50.59,2.8,6.27
United States,2006,1.51,0.15,55.03,3.03,6.25
United States,2007,1.56,0.13,57.6,3.26,6.35
United States,2008,1.58,0.15,61.1,3.45,6.42
United States,2009,1.59,0.16,63.43,3.58,6.7
United States,2010,1.62,0.17,65.18,3.71,6.62
United States,2011,1.64,0.13,65.05,3.83,6.91
United States,2012,1.68,0.21,66.42,4.05,6.95
United States,2013,1.71,0.25,63.39,4.18,7.27
United States,2014,1.74,0.24,62.96,4.35,7.25
United States,2015,1.81,0.23,63.09,4.36,7.49
United States,2016,1.84,0.26,61.82,4.51,7.56
United States,2017,1.92,0.21,61.8,4.46,7.77
United States,2018,1.93,0.27,63.16,4.56,7.95
United States,2019,1.93,0.3,65.55,4.51,8.11
United States,2020,1.99,0.26,65.17,4.32,8.24
United States,2021,2.01,,66.51,4.28,8.53
United States,2022,2.02,,67.54,4,8.63
United States,2023,,,,,8.47
